fbPageId,about,affiliation,alwaysOpen,appId,attire,bestPage,built,canCheckin,category,checkins,communityPage,companyString,contactAddress,culinaryTeam,currentLocation,description,displaySubtext,errorCode,errorMessage,fbId,features,founded,generalInfo,generalManager,geoSpecial,givenUrl,globalBrandRootId,hours,impressum,job,liTab,likes,link,location,members,mission,mpg,name,nameWithBrandOrLocation,overview,parentPageId,parking,paymentOptions,permanentlyClosed,personalInfo,personalInterests,pharmaSafetyInfo,phone,placeType,priceRange,products,publicTransit,restaurantServices,restaurantSpecialties,singleLineAddress,startDate,startType,storeLocationDescriptor,storeNumber,talkingAbout,unclaimed,username,verificationStatus,verified,voipInfo,website,wereHere,realStartDate
43,"Welcome to the PwC US Careers page! www.pwc.com/uscareers",NULL,0,NULL,NULL,NULL,NULL,1,"Consulting/Business Services",59,0,PricewaterhouseCoopers,null,NULL,NULL,NULL,"125 High Street・New York, New York・59 people checked in here",NULL,NULL,232561027513,NULL,NULL,NULL,NULL,,https://www.facebook.com/PwCUSCareers?fref=ts,NULL,null,NULL,0,0,54355,https://www.facebook.com/PwCUSCareers/,"Location[city=New York country=United States latitude=40.6993523 locatedIn=null longitude=-73.9872345 name=null region=null state=NY street=125 High Street zip=10017]",NULL,NULL,NULL,"PwC US Careers",NULL,"ABBREVWe're best known as an accounting firm, but that's only part of what we do. We're one of the world's leading professional services firms, offering industry-focused assurance, advisory and tax services for over 84% of the largest public and privat...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,PLACE,NULL,NULL,NULL,null,null,"125 High Street, New York, New York 10017",com.restfb.types.Page$PageStartDate@3e87d8f3,Launched,NULL,NULL,527,0,PwCUSCareers,not_verified,0,com.restfb.types.Page$VoipInfo@461a58e1,http://pwc.com/uscareers,59,"2010-02-05 16:21:41"
44,"Whether you are looking to ask questions, find others who are connected to Children's or just say hi--we're here for you.",NULL,0,NULL,NULL,NULL,NULL,1,"Non-Profit Organization",24836,0,"Children's Healthcare of Atlanta",null,NULL,NULL,NULL,"1001 Johnson Ferry Rd・Atlanta, Georgia・24,836 people checked in here",NULL,NULL,356527358185,NULL,NULL,"ABBREVSocial Media Policy

BY POSTING, COMMENTING OR OTHERWISE ENGAGING ON ANY CHILDREN’S HEALTHCARE OF ATLANTA SOCIAL MEDIA SITES YOU AGREE TO THESE TERMS. Children’s Healthcare of Atlanta (“Children’s”) has opened publicly facing pages on social medi...",NULL,,https://www.facebook.com/ChildrensHealthcareofAtlanta?fref=ts,NULL,null,NULL,0,0,276072,https://www.facebook.com/ChildrensHealthcareofAtlanta/,"Location[city=Atlanta country=United States latitude=null locatedIn=null longitude=null name=null region=null state=GA street=1001 Johnson Ferry Rd zip=30342-1605]",NULL,"To make kids better today and healthier tomorrow.",NULL,"Children's Healthcare of Atlanta",NULL,"Children’s Healthcare of Atlanta, a not-for-profit organization, is one of the largest clinical care providers for children in the country.",NULL,NULL,null,0,NULL,NULL,NULL,"(404) 785-5437",NULL,NULL,"ABBREVChildren’s offers access to more than 30 pediatric specialties and is ranked among the top children’s hospitals by Parents magazine and U.S.News & World Report. With generous philanthropic and volunteer support, Children’s has made an impact in t...",NULL,null,null,"1001 Johnson Ferry Rd, Atlanta, Georgia 30342",null,Unspecified,NULL,NULL,14104,0,ChildrensHealthcareofAtlanta,blue_verified,1,com.restfb.types.Page$VoipInfo@e126d09,http://www.choa.org,193811,NULL
45,"WWT is a leading technology integrator. Through our culture of innovation, we inspire, build and deliver business results, from idea to outcome.",NULL,0,NULL,NULL,NULL,NULL,1,Computers/Technology,932,0,"World Wide Technology",null,NULL,NULL,"ABBREVWorld Wide Technology is a leading technology integrator. Through our culture of innovation, we inspire, build and deliver business results, from idea to outcome. We collaborate with our customers to solve business problems using technology, from...","60 Weldon Pkwy・Maryland Heights, Missouri・932 people checked in here",NULL,NULL,75577218799,NULL,1990,"At World Wide Technology, we use a proven and innovative approach to help large public and private organizations discover, evaluate, architect and implement advanced technology. WWT has been voted one of FORTUNE 100 Best Companies to Work For®. ",NULL,,https://www.facebook.com/pages/World-Wide-Technology-Inc/75577218799?fref=ts,NULL,null,NULL,0,0,3693,https://www.facebook.com/WorldWideTechnologyInc/,"Location[city=Maryland Heights country=United States latitude=38.708026395284 locatedIn=null longitude=-90.439806327267 name=null region=null state=MO street=60 Weldon Pkwy zip=63043]",NULL,"Create a profitable growth company that is also a great place to work.",NULL,"World Wide Technology, Inc.",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,"(314) 919-1400",PLACE,NULL,NULL,NULL,null,null,"60 Weldon Pkwy, Maryland Heights, Missouri 63043",com.restfb.types.Page$PageStartDate@40325127,Founded,NULL,NULL,251,0,WorldWideTechnologyInc,not_verified,0,com.restfb.types.Page$VoipInfo@13f34136,www.wwt.com,0,"1989-12-31 16:21:42"
46,"Welcome to the official page of Allianz Global Assistance USA Careers. At Allianz Global Assistance USA, we help people, every day, all around the world. ",NULL,0,NULL,NULL,NULL,NULL,1,"Insurance Company",419,0,"Allianz Life Insurance",null,NULL,NULL,"ABBREVAllianz Global Assistance is a leading consumer specialty insurance and assistance company with operation centers in 29 countries. In the United States, Allianz Global Assistance USA insures 13 million customers and is best known for its Allianz ...","9950 Mayland Dr・Richmond, Virginia・419 people checked in here",NULL,NULL,293573224082477,NULL,NULL,NULL,NULL,USA,https://www.facebook.com/AllianzGlobalAssistanceUSACareers?fref=ts,NULL,null,NULL,0,0,1118,https://www.facebook.com/AllianzGlobalAssistanceUSACareers/,"Location[city=Richmond country=United States latitude=37.640317454221 locatedIn=null longitude=-77.577071587562 name=null region=null state=VA street=9950 Mayland Dr zip=23233]",NULL,"Helping people, anytime, anywhere.",NULL,"Allianz Global Assistance USA Careers",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,"(800) 628-4908",PLACE,NULL,NULL,NULL,null,null,"9950 Mayland Dr, Richmond, Virginia 23233",com.restfb.types.Page$PageStartDate@18b648e1,Founded,NULL,NULL,20,0,AllianzGlobalAssistanceUSACareers,not_verified,0,com.restfb.types.Page$VoipInfo@55c857bd,http://www.allianzassistance.com,0,"1981-12-31 16:21:43"
47,"You've found Autodesk Careers and Talent Community! Get an inside look at the people, culture and coolness that is Autodesk. ",NULL,0,NULL,NULL,NULL,NULL,1,Software,0,0,Autodesk,null,NULL,NULL,"Apply: www.autodesk.com/careers
 
Follow: www.twitter.com/Autodeskers and https://www.linkedin.com/company/autodesk

Watch: www.youtube.com/autodesk 

Students: www.autode.sk/UniversityRecruiting

Link: www.linkedin.com/company/autodesk/careers",NULL,NULL,NULL,74463019717,NULL,"John Walker","ABBREVAutodesk technology enables our customers to change the world. A world that is being redesigned and reshaped for how we live and how we can live better. It could be a building, a Hollywood blockbuster, a video game, a mobile app, or an electric c...",NULL,,https://www.facebook.com/AutodeskCareers?fref=ts,NULL,null,NULL,0,0,20525,https://www.facebook.com/AutodeskCareers/,null,NULL,NULL,NULL,"Autodesk Careers",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,"ABBREVProducts: www.autodesk.com/products
Industries: www.autodesk.com/industries
Support: www.autodesk.com/support
Reseller: www.autodesk.com/reseller
Education: www.autodesk.com/education
Authorized Training Centers: www.autodesk.com/atc
Labs: www.au...",NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@6f021f56,Founded,NULL,NULL,68,0,AutodeskCareers,not_verified,0,com.restfb.types.Page$VoipInfo@5d8fa05a,www.autodesk.com/careers,0,"1981-12-31 16:21:43"
48,"Three-time magnet certified hospital with award winning cancer center and the busiest surgery suites in the area. ",NULL,1,NULL,NULL,NULL,NULL,1,Health/Medical/Pharmacy,21996,0,"Methodist Hospital System",null,NULL,NULL,NULL,"8303 Dodge St・Omaha, Nebraska・21,996 people checked in here",NULL,NULL,113508065350010,NULL,NULL,NULL,NULL,,https://www.facebook.com/NebraskaMethodistHospital?fref=ts,NULL,null,NULL,0,0,2452,https://www.facebook.com/NebraskaMethodistHospital/,"Location[city=Omaha country=United States latitude=41.259045355391 locatedIn=null longitude=-96.041826578336 name=null region=null state=NE street=8303 Dodge St zip=68114-4108]",NULL,NULL,NULL,"Methodist Hospital",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,"(402) 354-4000",PLACE,NULL,NULL,NULL,null,null,"8303 Dodge St, Omaha, Nebraska 68114",com.restfb.types.Page$PageStartDate@42f1b84d,Opened,NULL,NULL,112,0,NebraskaMethodistHospital,not_verified,0,com.restfb.types.Page$VoipInfo@55bc3219,bestcare.org,21996,"1891-02-01 16:21:44"
49,NULL,NULL,0,NULL,NULL,NULL,NULL,1,Organization,0,1,"Baker Donelson",null,NULL,NULL,"ABBREVBaker, Donelson, Bearman, Caldwell & Berkowitz P.C. is a large U.S. law firm and lobbying group with offices in the Southeastern United States, Washington, D.C. and London, England. Fortune has selected Baker Donelson as one of the 100 Best Compa...",NULL,NULL,NULL,108006932560231,NULL,NULL,NULL,NULL,,https://www.facebook.com/pages/Baker-Donelson-Bearman-Caldwell-Berkowitz/108006932560231?fref=ts,NULL,null,NULL,0,0,320,https://www.facebook.com/pages/Baker-Donelson-Bearman-Caldwell-Berkowitz/108006932560231,null,NULL,NULL,NULL,"Baker, Donelson, Bearman, Caldwell & Berkowitz",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,null,Unspecified,NULL,NULL,0,1,NULL,not_verified,0,com.restfb.types.Page$VoipInfo@78d3f6b7,NULL,0,NULL
50,"Quality Menswear. World-Class Service. Expert Styling Advice.
www.MensWearhouse.com
www.twitter.com/menswearhouse
www.instagram.com/menswearhouse",NULL,0,NULL,NULL,NULL,NULL,1,Clothing,3991,0,"Men's Wearhouse",null,NULL,NULL,NULL,"6100 Stevenson Blvd・Fremont, California・3,991 people checked in here",NULL,NULL,199928852452,NULL,1973,NULL,NULL,,https://www.facebook.com/MensWearhouse?fref=ts,NULL,null,NULL,0,0,494370,https://www.facebook.com/MensWearhouse/,"Location[city=Fremont country=United States latitude=null locatedIn=null longitude=null name=null region=null state=CA street=6100 Stevenson Blvd zip=94538]",NULL,"ABBREVOur mission at Men’s Wearhouse is to provide value to our customers and deliver top quality customer service, while still having fun and maintaining our values. These values include: nurturing creativity, growing together, admitting to our mistak...",NULL,"Men's Wearhouse",NULL,"ABBREVOur guarantee is that you’ll like the way you look. And that guarantee extends from our modern fit suits to our brand name denim, and everything in between.


Community Guidelines
 
Thanks for joining the Men’s Wearhouse Fan Page! Your feedback m...",NULL,NULL,null,0,NULL,NULL,NULL,<<not-applicable>>,NULL,NULL,"ABBREVThese are just a few of the designer brands you’ll find at Men’s Wearhouse:

- Calvin Klein 
- Kenneth Cole 
- Lucky 
- Joseph Abboud 
- Ralph Lauren 
- Michael Kors 
- Tommy Hilfiger 
- Sean John

On our website, you’ll also find fashionable dig...",NULL,null,null,"6100 Stevenson Blvd, Fremont, California 94538",null,Unspecified,NULL,NULL,5222,0,MensWearhouse,blue_verified,1,com.restfb.types.Page$VoipInfo@6b9ae342,http://www.menswearhouse.com,219577,NULL
51,"Scripps Health is a private, not-for-profit health system in San Diego, California. Page is monitored 8:30 a.m. to 5:00 p.m. PST, Monday through Friday.",NULL,0,NULL,NULL,NULL,NULL,1,"Non-Profit Organization",0,0,"Scripps Health",null,NULL,NULL,NULL,NULL,NULL,NULL,12150039095,NULL,"1924, in La Jolla, California",NULL,NULL,,https://www.facebook.com/scrippshealth?fref=ts,NULL,null,NULL,0,0,21562,https://www.facebook.com/scrippshealth/,null,NULL,"To provide superior health services in a caring environment and to make a positive, measurable difference in the health of individuals in the communities we serve.",NULL,"Scripps Health",NULL,"Scripps Health is a non-profit health care delivery network in San Diego, California, that includes:
* Five hospital campuses
* Extensive outpatient care network
* More than 2,600 affiliated physicians
* Clinical research and genomic medicine",NULL,NULL,null,0,NULL,NULL,NULL,1-800-727-4777,NULL,NULL,"ABBREVA full range of health services that feature leading physician expertise, advanced technology and patient support. Renowned services include cardiac care, orthopedics, cancer care, robotic surgery, neurosciences and obstetrics.

Our clinical rese...",NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@d3be307,Started,NULL,NULL,1905,0,scrippshealth,not_verified,0,com.restfb.types.Page$VoipInfo@6a99a4bb,http://www.scripps.org,235707,"1890-07-31 16:21:45"
52,"Being part of Marriott International means being part of a proud history and a thriving culture. Our core values make us who we are. ",NULL,0,NULL,NULL,NULL,NULL,1,Travel/Leisure,438,0,"Marriott International",null,NULL,NULL,"ABBREVThis page was created to share the latest company news and initiatives. We encourage guests of all Marriott International brands to connect with us and share their feedback. We want to hear from you. Send us your praise, concerns and suggestions....","Global・438 people checked in here",NULL,NULL,143602039041041,NULL,1927,NULL,NULL,,https://www.facebook.com/marriottinternational?fref=ts,NULL,null,NULL,0,0,298968,https://www.facebook.com/marriottinternational/,"Location[city=null country=null latitude=null locatedIn=null longitude=null name=null region=null state=null street=Global zip=null]",NULL,"ABBREVWith more than 4,200 properties worldwide and the broadest portfolio of brands in the industry, Marriott International is a global lodging leader.

In the 50 years since its first hotel opened Marriott has cultivated an unparalleled tradition of ...",NULL,"Marriott International",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,Global,com.restfb.types.Page$PageStartDate@6740304d,Unspecified,NULL,NULL,3690,0,marriottinternational,blue_verified,1,com.restfb.types.Page$VoipInfo@25e7d8c7,www.marriott.com,0,"1926-12-31 16:21:46"
53,"Full service international law firm specializing in business law and litigation",NULL,0,NULL,NULL,NULL,NULL,1,Legal/Law,719,0,"Perkins Coie",null,NULL,NULL,"With more than 850 lawyers in 19 offices across the United States and Asia, Perkins Coie represents great companies across a wide range of industries and stages of growth—from start-ups to FORTUNE 50 corporations.","1201 3rd Ave, Ste 4900・Seattle, Washington・719 people checked in here",NULL,NULL,263371857101546,NULL,"May 01, 1912",NULL,NULL,,https://www.facebook.com/PerkinsCoieLlp?fref=ts,NULL,null,NULL,0,0,1019,https://www.facebook.com/PerkinsCoieLlp/,"Location[city=Seattle country=United States latitude=47.6071815 locatedIn=null longitude=-122.3361969 name=null region=null state=WA street=1201 3rd Ave, Ste 4900 zip=98101]",NULL,"Be a world-class legal service provider dedicated to uncompromising integrity and quality by adhering to our principles.",NULL,"Perkins Coie LLP",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,"(206) 359-8000",PLACE,NULL,"Business, Intellectual Property, Litigation",NULL,null,null,"1201 3rd Ave, Ste 4900, Seattle, Washington 98101",com.restfb.types.Page$PageStartDate@5e92f5a1,Founded,NULL,NULL,20,0,PerkinsCoieLlp,not_verified,0,com.restfb.types.Page$VoipInfo@31de7197,www.perkinscoie.com,719,"1912-06-01 16:21:46"
54,"News and content from EY
",NULL,0,NULL,NULL,NULL,NULL,1,"Consulting/Business Services",0,0,"Ernst & Young",null,NULL,NULL,"ABBREVEY is a global leader in assurance, tax, transaction and advisory services. The insights and quality services we deliver help build trust and confidence in the capital markets and in economies the world over. We develop outstanding leaders who te...",NULL,NULL,NULL,195665063800329,NULL,1989,NULL,NULL,,https://www.facebook.com/pages/EY/195665063800329?fref=ts&rf=109575439061060,NULL,null,NULL,0,0,264725,https://www.facebook.com/EY-195665063800329/,null,NULL,"ABBREVWorking with our clients
Our 190,000 people are the foundation of our success. We assemble the right multi-disciplinary team for your business, drawing on our global network of professionals. Working with you in a collaborative style, we gain a c...",NULL,EY,NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@26c6eea2,Started,NULL,NULL,8247,0,NULL,not_verified,0,com.restfb.types.Page$VoipInfo@76b44e2c,http://www.ey.com,0,"1889-12-31 16:21:47"
55,"American Express provides inside access to news, exclusive Card Member offers & experiences on Facebook.",NULL,0,NULL,NULL,NULL,NULL,1,Product/Service,8,0,"American Express",null,NULL,NULL,NULL,"8 people checked in here",NULL,NULL,6185812851,NULL,1850,"ABBREVComments are encouraged but we do ask you to respect the community. All commentary will be reviewed and any items posted that are disruptive, offensive or use profanity will be removed. American Express wishes to protect the integrity of this com...",NULL,,https://www.facebook.com/AmericanExpressUS?fref=ts,846990088698962,null,NULL,0,0,6278571,https://www.facebook.com/AmericanExpressUS/,null,NULL,NULL,NULL,"American Express",NULL,"ABBREVAmerican Express is a global service company, providing customers with exceptional access to products, insights and experiences that enrich lives and build business success.

Headquarters: 
World Financial Center, 200 Vesey St., New York, NY 1028...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@608f02a8,Unspecified,NULL,NULL,29775,0,AmericanExpressUS,blue_verified,1,com.restfb.types.Page$VoipInfo@26db4750,"https://www.americanexpress.com/ ",0,"1849-12-31 16:21:47"
56,"http://www.nordstrom.com http://instagram.com/nordstrom www.twitter.com/Nordstrom ",NULL,0,NULL,NULL,NULL,NULL,1,Clothing,1,0,Nordstrom,null,NULL,NULL,NULL,"1 person checked in here",NULL,NULL,12854644836,NULL,1901,NULL,NULL,,https://www.facebook.com/Nordstrom?fref=ts,NULL,null,NULL,0,0,3906713,https://www.facebook.com/Nordstrom/,null,NULL,NULL,NULL,Nordstrom,NULL,"Nordstrom, Inc., is a leading fashion specialty retailer, offering customers one of the most extensive selections of clothing, shoes and accessories for men, women and children. 
",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,"ABBREV- Designer Collections and Luxury Brands in apparel, shoes and accessories 
- Women’s Apparel, Shoes and Accessories from top national brands to Nordstrom-exclusive labels, including Petite and Plus Sizes
- Men’s Shoes, Clothing and Furnishings 
...",NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@105ed927,Founded,NULL,NULL,318782,0,Nordstrom,blue_verified,1,com.restfb.types.Page$VoipInfo@71b35d02,"http://www.nordstrom.com http://www.facebook.com/nordstrom http://www.twitter.com/nordstrom http://www.youtube.com/nordstromcom",993981,"1900-12-31 16:21:48"
57,"http://www.buildabear.com http://www.buildabear.co.uk  ",NULL,0,NULL,NULL,NULL,NULL,1,"Retail and Consumer Merchandise",0,0,"Build-A-Bear Workshop",null,NULL,NULL,"ABBREVCommunity Guidelines:
Please keep your comments and posts friendly and respectful, and remember that anything posted on this wall by anyone other than the Wall owner does not necessarily represent the feelings or opinions of Build-A-Bear Workshop...","1954 Innerbelt Business Center Drive・St. Louis",NULL,NULL,8783725165,NULL,"October 1997",NULL,NULL,,https://www.facebook.com/Buildabear?fref=ts,NULL,null,NULL,0,0,2428827,https://www.facebook.com/Buildabear/,"Location[city=St. Louis country=null latitude=null locatedIn=null longitude=null name=null region=null state=null street=1954 Innerbelt Business Center Drive zip=63114]",NULL,NULL,NULL,"Build-A-Bear Workshop",NULL,"ABBREVAt Build-A-Bear Workshop you can make your own stuffed animal friends like bears, bunnies, dogs and more! Make a wish and add a heart - a Build-A-Bear Workshop trademark. Then dress them up in furbulous furry fashions! You can bring them to life ...",NULL,NULL,null,0,NULL,NULL,NULL,"US and CA: 1-877-789-2327 UK: 0800 542 0635",NULL,NULL,NULL,NULL,null,null,"1954 Innerbelt Business Center Drive, 63114 St. Louis",com.restfb.types.Page$PageStartDate@278c44a,Unspecified,NULL,NULL,7935,0,Buildabear,not_verified,0,com.restfb.types.Page$VoipInfo@1c3fce57,"http://www.buildabear.com ",510400,"1997-10-31 16:21:48"
58,"Food. Purpose. You. Search and apply for available positions: http://careers.generalmills.com/ Here are our community rules: http://bit.ly/oXPGNY",NULL,0,NULL,NULL,NULL,NULL,1,Product/Service,0,0,"General Mills",null,NULL,NULL,NULL,NULL,NULL,NULL,163903596981363,NULL,1860s,https://www.facebook.com/generalmillscareers,NULL,,https://www.facebook.com/generalmillscareers?fref=ts,NULL,null,NULL,0,0,16833,https://www.facebook.com/generalmillscareers/,null,NULL,"ABBREVGeneral Mills Careers on Facebook is your destination for all things careers, from tips on writing great resumes and cover letters to searching for internship and full-time positions! It's a great way to learn more about what it's like to work at...",NULL,"General Mills Careers",NULL,"ABBREVDid you know General Mills is one of the worlds largest food companies? Or that, on average, U.S. shoppers place at least one General Mills product into their shopping carts on each visit to the grocery store? General Mills is not only top-notch ...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,"You know General Mills for our iconic brands such as Betty Crocker, Pillsbury, Cheerios, Green Giant, Yoplait, Nature Valley and Old El Paso — just to name a few! Now it's your turn to start your legacy with our brands!",NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@556ada92,Unspecified,NULL,NULL,63,0,generalmillscareers,blue_verified,1,com.restfb.types.Page$VoipInfo@1aff3d2f,http://Careers.GeneralMills.com,0,"1855-12-31 16:21:49"
59,"Where you work matters.",NULL,0,NULL,NULL,NULL,NULL,1,Product/Service,0,0,"Atlantic Health",null,NULL,NULL,NULL,NULL,NULL,NULL,91507407676,NULL,1996,NULL,NULL,,https://www.facebook.com/atlantichealthcareers?fref=ts,NULL,null,NULL,0,0,867,https://www.facebook.com/atlantichealthcareers/,null,NULL,NULL,NULL,"Atlantic Health Careers",NULL,"ABBREVAtlantic Health System is one of the largest non-profit health care systems in New Jersey, providing a wide array of health care services to the residents of Northern and Central regions of the state as well as Pike County, PA, and southern Orang...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@606bc3cd,Unspecified,NULL,NULL,1,0,atlantichealthcareers,not_verified,0,com.restfb.types.Page$VoipInfo@44448246,http://atlantichealth.org/careers,0,"1995-12-31 16:21:49"
60,"Welcome to QuikTrip's official fan page!",NULL,0,NULL,NULL,NULL,NULL,1,Food/Beverages,0,0,QuikTrip,null,NULL,NULL,"ABBREVQuikTrip is on Facebook so that QT Fans and Customers can engage with one another and QT in a place where we can all communicate and share ideas. It is very important to us that your experience in our stores translates on Facebook – fast, friendl...",NULL,NULL,NULL,5890187327,NULL,1958,NULL,NULL,,https://www.facebook.com/Quiktrip?fref=ts,NULL,null,NULL,0,0,822277,https://www.facebook.com/Quiktrip/,null,NULL,"QuikTrip Purpose Statement:
To provide opportunity for employees to grow and succeed

QuikTrip Core Values:
Be the Best
Focus Long-Term
Do What’s Right for QuikTrip
Never Be Satisfied
Do the Right Thing",NULL,QuikTrip,NULL,"ABBREVQuikTrip has been serving our customers quality products with a smile for over 50 years.  Founded in 1958, QuikTrip is a privately owned company directly operating 700+ stores in eleven states.

To comment about an experience in a QT store or wit...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,"ABBREVQuikTrip provides a great variety of roller grill items, fountain and frozen drinks, and coffee and hot beverages.  QT sandwiches and pastries are delivered fresh every day from our commissaries.  And QT’s Guaranteed Gasoline® is unconditionally ...",NULL,null,null,NULL,com.restfb.types.Page$PageStartDate@5184873a,Founded,NULL,NULL,5125,0,Quiktrip,not_verified,0,com.restfb.types.Page$VoipInfo@60868eb9,http://www.quiktrip.com/,237080,"1957-12-31 16:21:50"
61,"Specialist in Consulting, Audit, Tax, Risk and Corporate Finance.",NULL,0,NULL,NULL,NULL,NULL,1,"Consulting/Business Services",0,0,Deloitte,null,NULL,NULL,"ABBREVStanding out from the crowd whilst keeping a sharp eye on the global business landscape sets our people apart. It’s why they’re our proudest asset, and our most essential resource.

Our clients come to us with high-profile, complex and unique cha...",NULL,NULL,NULL,667369363331771,NULL,NULL,NULL,NULL,,https://www.facebook.com/CareersAtDeloitte?fref=ts,NULL,null,NULL,0,0,3041,https://www.facebook.com/CareersAtDeloitte/,null,NULL,NULL,NULL,"Careers at Deloitte",NULL,NULL,NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,null,null,NULL,null,Unspecified,NULL,NULL,10,0,CareersAtDeloitte,not_verified,0,com.restfb.types.Page$VoipInfo@6d8bb33f,http://www.deloitte.co.uk/careers,0,NULL
62,"Thank you for your interest in Genentech. This forum is for people interested in career-related information, and we welcome your participation.",NULL,0,NULL,NULL,NULL,NULL,1,Company,0,0,Genentech,null,NULL,NULL,NULL,"1 Dna Way・South San Francisco, California",NULL,NULL,146718898672043,NULL,1976,NULL,NULL,,https://www.facebook.com/GenentechJobs?fref=ts,NULL,null,NULL,0,0,11263,https://www.facebook.com/GenentechJobs/,"Location[city=South San Francisco country=United States latitude=37.65629 locatedIn=null longitude=-122.37765 name=null region=null state=CA street=1 Dna Way zip=94080]",NULL,NULL,NULL,"Genentech Jobs",NULL,"ABBREVConsidered the founder of the biotechnology industry, Genentech has been delivering on the promise of biotechnology for more than 30 years, using human genetic information to discover, develop, manufacture and commercialize medicines to treat pat...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,PLACE,NULL,NULL,NULL,null,null,"1 Dna Way, South San Francisco, California 94080",com.restfb.types.Page$PageStartDate@157de9ef,Founded,NULL,NULL,407,0,GenentechJobs,not_verified,0,com.restfb.types.Page$VoipInfo@503d11fd,"http://careers.gene.com/
http://www.youtube.com/user/genentech
http://twitter.com/genentechnews
http://twitter.com/genentechjobs
http://www.linkedin.com/companies/genentech
http://www.dna-alumni.com
http://careers.roche.com",0,"1975-12-31 16:21:51"
63,"A surprisingly different community bank. Member FDIC. Equal Housing Lender. SBA Preferred Lender. Bring your mom. Bring your kids. Bring your dog.",NULL,0,NULL,NULL,NULL,NULL,1,Product/Service,431,0,"Umpqua Bank",null,NULL,NULL,NULL,"1 SW Columbia St・Portland, Oregon・431 people checked in here",NULL,NULL,136874746358544,NULL,"1953 ","ABBREVCommunity Rules: Thanks for being a fan of the Umpqua Bank Facebook page! We encourage fans to share thoughts and opinions on the Umpqua Bank Facebook page in a respectful manner. Comments will be moderated and deleted if they contain profanity, ...",NULL,,https://www.facebook.com/umpquabank?fref=ts,NULL,null,NULL,0,0,46839,https://www.facebook.com/umpquabank/,"Location[city=Portland country=United States latitude=null locatedIn=null longitude=null name=null region=null state=OR street=1 SW Columbia St zip=97258]",NULL,"ABBREVThere’s a sign that hangs in every Umpqua Bank that reads “Welcome to the World’s Greatest Bank.” This is not a tagline. It’s a state of mind.

•	It’s a promise to do better than anyone expects of us today, then do it even better tomorrow. 
•	It’...",NULL,"Umpqua Bank",NULL,"ABBREVThe bank’s story began in 1953 in Canyonville, Ore., when a group of business leaders opened a single location to cash checks and provide loans. In the years since, Umpqua Bank has grown throughout Oregon and into California, Western Washington, ...",NULL,NULL,null,0,NULL,NULL,NULL,NULL,NULL,NULL,"Check out our podcast series Open Account with SuChin Pak. Take a listen and let us know what you think! http://ow.ly/4nqUkE ",NULL,null,null,"1 SW Columbia St, Portland, Oregon 97258",com.restfb.types.Page$PageStartDate@4d42697f,Unspecified,NULL,NULL,319,0,umpquabank,not_verified,0,com.restfb.types.Page$VoipInfo@681804af,http://www.umpquabank.com/,0,"1952-12-31 16:21:51"
